библиотека,версия,serviceName,spanId,operationName,метод,span.kind,tags (ключи),соответствие спецификации,соответствие семантике,значения полей,ошибки
java,5.7.002,cm-otlp-test-service,78f943823b0d9779,http get,GET,client,"client.name, cm.otel.bs.code, cm.otel.export.mode, cm.otel.fp.id, cm.otel.fp.module.id, cm.otel.host.name, cm.otel.library.version, exception, http.request.header.x-b3-sampled, http.response.body.compress.type, http.response.body, urkl, method, outcome, status, uri, span.kind, otel.status_code, internal.span.format, otel.library.name, otel.library.version, telemetry.sdk.language, telemetry.sdk.name, telemetry.sdk.version",✗,✗,"traceId=48fc244a49af62a2336bdb8baaa6914a, spanId=78f943823b0d9779",Отсутствует обязательный атрибут: http.url; Условно-обязательный атрибут 'error.type' отсутствует при условии: status >= 400 OR exception != 'none'; Отсутствует обязательный атрибут: http.request.method; Отсутствует обязательный атрибут: server.address; Отсутствует обязательный атрибут: server.port; Отсутствует обязательный атрибут: url.full
